data,servico,cliente,valor,pagamento,observacao,mes
2026-04-14,sobrancelha,Andre,25,PIX,,Abril
2026-04-14,manicure,Denise,30,CREDITO,,Abril
2026-04-14,corte infantil,Lucas,30,PIX,,Abril
2026-04-14,pedicure,Raquel,30,CREDITO,,Abril
2026-04-15,coloracao + hidrat,Mariana,190,PIX,,Abril
2026-04-15,manicure + pedicure,Beatriz,60,PIX,,Abril
2026-04-15,hidratacao,Gisele,60,DINHEIRO,,Abril
2026-04-15,coloracao + hidrat,Simone,210,PIX,,Abril
2026-04-15,hidratacao,Ana,60,DINHEIRO,,Abril
2026-04-15,corte infantil,Felipe,35,PIX,,Abril
2026-04-15,corte infantil,Paulo,30,CREDITO,,Abril
2026-04-16,coloracao + hidrat,Ana,200,DINHEIRO,,Abril
2026-04-16,pedicure,Carla,30,PIX,,Abril
2026-04-16,hidratacao,Jessica,55,DINHEIRO,,Abril
2026-04-16,manicure + pedicure,Priscila,60,CREDITO,,Abril
2026-04-16,coloracao,Flavia,140,CREDITO,,Abril
2026-04-17,pedicure,Joana,35,PIX,,Abril
2026-04-17,coloracao + hidrat,Larissa,200,DINHEIRO,,Abril
2026-04-17,progressiva,Maria,170,DINHEIRO,,Abril
2026-04-17,corte infantil,Larissa,35,PIX,,Abril
2026-04-17,coloracao + hidrat,Jessica,210,DINHEIRO,,Abril
2026-04-18,sobrancelha,Fernanda,25,CREDITO,,Abril
2026-04-18,corte + escova,Bruna,85,PIX,,Abril
2026-04-18,escova,Larissa,50,DINHEIRO,,Abril
2026-04-18,corte + escova,Monica,80,DINHEIRO,,Abril
2026-04-18,manicure,Isabela,35,DINHEIRO,,Abril
2026-04-18,coloracao + hidrat,Monica,190,DINHEIRO,,Abril
2026-04-18,sobrancelha,Lucia,25,CREDITO,,Abril
2026-04-19,corte + escova,Denise,80,CREDITO,,Abril
2026-04-19,corte infantil,Paulo,30,CREDITO,,Abril
2026-04-19,corte infantil,Tatiane,35,PIX,,Abril
2026-04-19,manicure,Bianca,30,PIX,,Abril
2026-04-19,hidratacao,Cristina,60,DINHEIRO,,Abril
2026-04-19,pedicure,Sandra,35,CREDITO,,Abril
2026-04-19,escova,Larissa,50,PIX,,Abril
2026-04-19,corte,Bruna,35,PIX,,Abril
2026-04-20,corte,Felipe,45,PIX,,Abril
2026-04-20,progressiva,Natalia,190,DINHEIRO,,Abril
2026-04-20,corte,Patricia,45,DINHEIRO,,Abril
2026-04-20,escova,Gisele,50,DINHEIRO,,Abril
2026-04-20,sobrancelha,Felipe,25,PIX,,Abril
2026-04-20,sobrancelha,Helena,30,CREDITO,,Abril
2026-04-21,corte,Roberto,40,PIX,,Abril
2026-04-21,coloracao,Viviane,130,CREDITO,,Abril
2026-04-21,coloracao,Roberta,120,PIX,,Abril
2026-04-21,progressiva,Lucia,190,DINHEIRO,,Abril
2026-04-21,corte infantil,Felipe,35,DINHEIRO,,Abril
2026-04-22,escova,Priscila,40,PIX,,Abril
2026-04-22,manicure + pedicure,Gabriela,55,PIX,,Abril
2026-04-22,progressiva,Michele,180,DINHEIRO,,Abril
2026-04-22,corte,Lucas,40,DINHEIRO,,Abril
2026-04-22,hidratacao,Gabriela,55,PIX,,Abril
2026-04-22,coloracao,Gabriela,140,CREDITO,,Abril
2026-04-22,corte,Sandra,40,PIX,,Abril
2026-04-23,coloracao + hidrat,Kelly,190,DINHEIRO,,Abril
2026-04-23,escova,Bruna,40,PIX,,Abril
2026-04-23,coloracao,Helena,140,CREDITO,,Abril
2026-04-23,corte,Helena,40,PIX,,Abril
2026-04-23,coloracao + hidrat,Kelly,190,CREDITO,,Abril
2026-04-23,manicure + pedicure,Cliente Nova,55,DINHEIRO,,Abril
2026-04-23,corte infantil,Lucas,35,PIX,,Abril
2026-04-24,corte,Carlos,35,CREDITO,,Abril
2026-04-24,manicure + pedicure,Flavia,55,CREDITO,,Abril
2026-04-24,manicure,Carla,35,PIX,,Abril
2026-04-24,escova,Flavia,45,DINHEIRO,,Abril
2026-04-24,coloracao,Vanessa,120,DINHEIRO,,Abril
2026-04-25,corte,Beatriz,40,DINHEIRO,,Abril
2026-04-25,escova,Eduarda,40,PIX,,Abril
2026-04-25,corte,Gabriela,35,DINHEIRO,,Abril
2026-04-25,pedicure,Cristina,30,PIX,,Abril
2026-04-25,pedicure,Amanda,35,PIX,,Abril
2026-04-26,corte,Priscila,45,PIX,,Abril
2026-04-26,coloracao,Joana,130,CREDITO,,Abril
2026-04-26,coloracao,Eduarda,140,PIX,,Abril
2026-04-26,escova,Amanda,50,DINHEIRO,,Abril
2026-04-26,coloracao,Michele,140,CREDITO,,Abril
2026-04-26,progressiva,Isabela,190,PIX,,Abril
2026-04-27,manicure + pedicure,Helena,60,PIX,,Abril
2026-04-27,corte + escova,Bianca,85,PIX,,Abril
2026-04-27,coloracao,Simone,140,CREDITO,,Abril
2026-04-27,coloracao,Raquel,120,DINHEIRO,,Abril
2026-04-27,coloracao,Flavia,140,CREDITO,,Abril
2026-04-27,corte infantil,Kelly,35,DINHEIRO,,Abril
2026-04-27,progressiva,Joana,180,DINHEIRO,,Abril
2026-04-27,corte + escova,Helena,80,PIX,,Abril
2026-04-28,progressiva,Joana,190,PIX,,Abril
2026-04-28,progressiva,Cristina,170,DINHEIRO,,Abril
2026-04-28,corte infantil,Flavia,35,PIX,,Abril
2026-04-28,corte infantil,Carlos,35,PIX,,Abril
2026-04-28,hidratacao,Patricia,60,DINHEIRO,,Abril
2026-04-28,progressiva,Gabriela,170,DINHEIRO,,Abril
2026-04-28,corte infantil,Joana,35,DINHEIRO,,Abril
2026-04-29,corte,Felipe,35,DINHEIRO,,Abril
2026-04-29,progressiva,Priscila,180,DINHEIRO,,Abril
2026-04-29,corte,Jorge,35,PIX,,Abril
2026-04-29,manicure + pedicure,Eduarda,55,CREDITO,,Abril
2026-04-29,pedicure,Daniela,35,CREDITO,,Abril
2026-04-29,manicure + pedicure,Eduarda,50,DINHEIRO,,Abril
2026-04-29,coloracao + hidrat,Larissa,190,DINHEIRO,,Abril
2026-04-30,manicure + pedicure,Elaine,60,CREDITO,,Abril
2026-04-30,corte,Jorge,35,PIX,,Abril
2026-04-30,progressiva,Michele,180,PIX,,Abril
2026-04-30,escova,Kelly,45,PIX,,Abril
2026-04-30,coloracao,Roberta,130,DINHEIRO,,Abril
2026-04-30,hidratacao,Fabiana,65,PIX,,Abril
