data,servico,cliente,valor,pagamento,observacao,mes
2026-05-13,manicure + pedicure,Denise,50,PIX,,Maio
2026-05-14,pedicure,Elaine,30,PIX,,Maio
2026-05-14,progressiva,Fernanda,190,PIX,,Maio
2026-05-14,coloracao + hidrat,Carla,190,DINHEIRO,,Maio
2026-05-14,corte + escova,Camila,80,PIX,,Maio
2026-05-14,corte,Cristina,35,CREDITO,,Maio
2026-05-14,pedicure,Ana,30,DINHEIRO,,Maio
2026-05-14,progressiva,Tatiane,170,CREDITO,,Maio
2026-05-15,coloracao + hidrat,Jessica,210,DINHEIRO,,Maio
2026-05-15,coloracao + hidrat,Roberta,190,DINHEIRO,,Maio
2026-05-15,coloracao + hidrat,Ana Paula,200,DINHEIRO,,Maio
2026-05-15,pedicure,Lucia,30,PIX,,Maio
2026-05-15,corte,Lucas,35,PIX,,Maio
2026-05-15,coloracao + hidrat,Vanessa,190,PIX,,Maio
2026-05-16,corte,Felipe,45,PIX,,Maio
2026-05-16,progressiva,Sandra,190,CREDITO,,Maio
2026-05-16,corte,Isabela,35,CREDITO,,Maio
2026-05-16,coloracao + hidrat,Daniela,210,CREDITO,,Maio
2026-05-16,corte + escova,Debora,80,CREDITO,,Maio
2026-05-16,coloracao,Bruna,120,PIX,,Maio
2026-05-16,manicure + pedicure,Lucia,50,PIX,,Maio
2026-05-16,corte,Roberto,35,CREDITO,,Maio
2026-05-17,corte + escova,Raquel,85,CREDITO,,Maio
2026-05-17,escova,Helena,40,PIX,,Maio
2026-05-17,corte + escova,Viviane,90,PIX,,Maio
2026-05-17,corte infantil,Gabriela,35,CREDITO,,Maio
2026-05-17,manicure + pedicure,Cliente Nova,60,PIX,,Maio
2026-05-17,coloracao + hidrat,Elaine,210,CREDITO,,Maio
2026-05-17,pedicure,Larissa,30,CREDITO,,Maio
2026-05-17,pedicure,Bruna,30,PIX,,Maio
2026-05-18,coloracao + hidrat,Viviane,190,PIX,,Maio
2026-05-18,hidratacao,Bianca,65,CREDITO,,Maio
2026-05-18,corte + escova,Debora,90,PIX,,Maio
2026-05-18,escova,Viviane,40,DINHEIRO,,Maio
2026-05-18,coloracao,Ana,140,DINHEIRO,,Maio
2026-05-18,manicure + pedicure,Daniela,50,PIX,,Maio
2026-05-18,corte + escova,Isabela,80,PIX,,Maio
2026-05-19,escova,Daniela,45,CREDITO,,Maio
2026-05-19,corte + escova,Ana Paula,85,PIX,,Maio
2026-05-19,corte,Carla,35,PIX,,Maio
2026-05-19,pedicure,Ana Paula,35,DINHEIRO,,Maio
2026-05-19,pedicure,Raquel,35,CREDITO,,Maio
2026-05-19,manicure,Viviane,30,DINHEIRO,,Maio
2026-05-19,hidratacao,Michele,65,DINHEIRO,,Maio
2026-05-20,manicure + pedicure,Lucia,55,DINHEIRO,,Maio
2026-05-20,coloracao,Renata,120,DINHEIRO,,Maio
2026-05-20,corte + escova,Bruna,80,CREDITO,,Maio
2026-05-20,coloracao + hidrat,Sandra,200,CREDITO,,Maio
2026-05-20,coloracao,Isabela,140,CREDITO,,Maio
2026-05-20,progressiva,Viviane,170,DINHEIRO,,Maio
2026-05-21,progressiva,Raquel,190,PIX,,Maio
2026-05-21,hidratacao,Priscila,55,PIX,,Maio
2026-05-21,corte,Simone,45,PIX,,Maio
2026-05-21,coloracao + hidrat,Renata,200,PIX,,Maio
2026-05-21,corte,Amanda,35,PIX,,Maio
2026-05-21,corte,Jessica,45,CREDITO,,Maio
2026-05-21,corte,Paulo,40,PIX,,Maio
2026-05-21,escova,Priscila,50,CREDITO,,Maio
2026-05-22,sobrancelha,Simone,25,CREDITO,,Maio
2026-05-22,corte,Fernanda,45,DINHEIRO,,Maio
2026-05-22,progressiva,Raquel,190,PIX,,Maio
2026-05-22,pedicure,Juliana S.,30,DINHEIRO,,Maio
2026-05-22,hidratacao,Sandra,60,DINHEIRO,,Maio
2026-05-22,corte infantil,Debora,35,CREDITO,,Maio
2026-05-22,manicure,Amanda,35,DINHEIRO,,Maio
2026-05-22,corte infantil,Andre,35,DINHEIRO,,Maio
2026-05-23,corte + escova,Debora,90,PIX,,Maio
2026-05-23,sobrancelha,Jessica,25,CREDITO,,Maio
2026-05-23,coloracao + hidrat,Helena,190,PIX,,Maio
2026-05-23,corte infantil,Vanessa,30,PIX,,Maio
2026-05-23,sobrancelha,Simone,30,CREDITO,,Maio
2026-05-23,pedicure,Helena,30,PIX,,Maio
2026-05-23,corte infantil,Mariana,35,CREDITO,,Maio
2026-05-24,escova,Tatiane,40,PIX,,Maio
2026-05-24,coloracao + hidrat,Jessica,190,PIX,,Maio
2026-05-24,corte,Andre,45,PIX,,Maio
2026-05-24,corte infantil,Sandra,30,DINHEIRO,,Maio
2026-05-24,corte + escova,Amanda,80,PIX,,Maio
2026-05-24,corte infantil,Lucas,35,PIX,,Maio
2026-05-24,corte infantil,Jessica,30,PIX,,Maio
2026-05-25,manicure,Tania,30,PIX,,Maio
2026-05-25,sobrancelha,Flavia,30,DINHEIRO,,Maio
2026-05-25,corte,Larissa,35,CREDITO,,Maio
2026-05-25,manicure + pedicure,Renata,50,PIX,,Maio
2026-05-25,corte infantil,Joana,35,PIX,,Maio
2026-05-25,pedicure,Carla,30,DINHEIRO,,Maio
2026-05-25,sobrancelha,Jorge,25,CREDITO,,Maio
2026-05-26,coloracao + hidrat,Debora,200,DINHEIRO,,Maio
2026-05-26,corte,Carlos,40,PIX,,Maio
2026-05-26,manicure,Larissa,35,PIX,,Maio
2026-05-26,corte + escova,Juliana S.,85,PIX,,Maio
2026-05-26,coloracao,Joana,120,PIX,,Maio
2026-05-26,progressiva,Simone,180,PIX,,Maio
2026-05-27,corte + escova,Gisele,80,CREDITO,,Maio
2026-05-27,manicure,Viviane,35,DINHEIRO,,Maio
2026-05-27,escova,Raquel,50,DINHEIRO,,Maio
2026-05-27,coloracao,Roberta,120,PIX,,Maio
2026-05-27,progressiva,Bianca,190,CREDITO,,Maio
2026-05-27,corte,Andre,40,CREDITO,,Maio
2026-05-28,escova,Tatiane,40,PIX,,Maio
2026-05-28,escova,Sandra,50,PIX,,Maio
2026-05-28,manicure + pedicure,Cliente Nova,50,DINHEIRO,,Maio
2026-05-28,corte,Camila,45,DINHEIRO,,Maio
2026-05-28,corte + escova,Tatiane,80,DINHEIRO,,Maio
2026-05-28,pedicure,Priscila,35,PIX,,Maio
2026-05-28,corte,Jorge,40,PIX,,Maio
2026-05-28,corte + escova,Viviane,80,CREDITO,,Maio
2026-05-29,corte + escova,Denise,90,PIX,,Maio
2026-05-29,corte,Cristina,45,DINHEIRO,,Maio
2026-05-29,pedicure,Tatiane,35,CREDITO,,Maio
2026-05-29,progressiva,Natalia,170,DINHEIRO,,Maio
2026-05-29,corte,Raquel,40,DINHEIRO,,Maio
2026-05-29,corte infantil,Eduarda,35,PIX,,Maio
2026-05-29,manicure,Sandra,30,PIX,,Maio
2026-05-30,coloracao,Tatiane,140,PIX,,Maio
2026-05-30,corte,Andre,45,PIX,,Maio
2026-05-30,corte + escova,Lucia,85,CREDITO,,Maio
2026-05-30,sobrancelha,Felipe,25,CREDITO,,Maio
2026-05-30,corte infantil,Ana,35,PIX,,Maio
2026-05-30,hidratacao,Renata,65,CREDITO,,Maio
2026-05-31,corte,Jorge,35,PIX,,Maio
2026-05-31,manicure + pedicure,Isabela,55,DINHEIRO,,Maio
2026-05-31,sobrancelha,Natalia,30,CREDITO,,Maio
2026-05-31,manicure + pedicure,Isabela,55,PIX,,Maio
2026-05-31,coloracao + hidrat,Bruna,200,PIX,,Maio
2026-05-31,manicure + pedicure,Ana Paula,60,PIX,,Maio
2026-05-31,pedicure,Priscila,30,PIX,,Maio
2026-05-31,corte,Juliana S.,45,DINHEIRO,,Maio
